annotation_id,location_id,source_id,image_path,request_location,pano_id,image_date,copyright,metadata_status,latitude,longitude,location_method,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,damage_labels,is_undamaged,confidence,confidence_notes,annotator,split
times_square_004_h270_ann001,times_square_004,times_square_004_h270,data/streetview/images/times_square_004_h270.jpg,"40.757642,-73.985677",CAoSFkNJSE0wb2dLRUlDQWdJQ0ttWV9LTGc.,2021-03,© Navaneet Pandurangan,OK,40.75762500660343,-73.98566673164221,streetview_metadata,,,,,,,,,,
times_square_004_h315_ann001,times_square_004,times_square_004_h315,data/streetview/images/times_square_004_h315.jpg,"40.757642,-73.985677",CAoSFkNJSE0wb2dLRUlDQWdJQ0ttWV9LTGc.,2021-03,© Navaneet Pandurangan,OK,40.75762500660343,-73.98566673164221,streetview_metadata,,,,,,,,,,
times_square_005_h0_ann001,times_square_005,times_square_005_h0,data/streetview/images/times_square_005_h0.jpg,"40.758194,-73.985376",M7FZzWHjV5WRADSIDE1jGA,2024-08,© Google,OK,40.75818243555193,-73.98537807432194,streetview_metadata,,,,,,,,,,
times_square_005_h45_ann001,times_square_005,times_square_005_h45,data/streetview/images/times_square_005_h45.jpg,"40.758194,-73.985376",M7FZzWHjV5WRADSIDE1jGA,2024-08,© Google,OK,40.75818243555193,-73.98537807432194,streetview_metadata,,,,,,,,,,
times_square_005_h90_ann001,times_square_005,times_square_005_h90,data/streetview/images/times_square_005_h90.jpg,"40.758194,-73.985376",M7FZzWHjV5WRADSIDE1jGA,2024-08,© Google,OK,40.75818243555193,-73.98537807432194,streetview_metadata,,,,,,,,,,
times_square_005_h135_ann001,times_square_005,times_square_005_h135,data/streetview/images/times_square_005_h135.jpg,"40.758194,-73.985376",M7FZzWHjV5WRADSIDE1jGA,2024-08,© Google,OK,40.75818243555193,-73.98537807432194,streetview_metadata,,,,,,,,,,
times_square_005_h180_ann001,times_square_005,times_square_005_h180,data/streetview/images/times_square_005_h180.jpg,"40.758194,-73.985376",M7FZzWHjV5WRADSIDE1jGA,2024-08,© Google,OK,40.75818243555193,-73.98537807432194,streetview_metadata,,,,,,,,,,
times_square_005_h225_ann001,times_square_005,times_square_005_h225,data/streetview/images/times_square_005_h225.jpg,"40.758194,-73.985376",M7FZzWHjV5WRADSIDE1jGA,2024-08,© Google,OK,40.75818243555193,-73.98537807432194,streetview_metadata,,,,,,,,,,
times_square_005_h270_ann001,times_square_005,times_square_005_h270,data/streetview/images/times_square_005_h270.jpg,"40.758194,-73.985376",M7FZzWHjV5WRADSIDE1jGA,2024-08,© Google,OK,40.75818243555193,-73.98537807432194,streetview_metadata,,,,,,,,,,
times_square_005_h315_ann001,times_square_005,times_square_005_h315,data/streetview/images/times_square_005_h315.jpg,"40.758194,-73.985376",M7FZzWHjV5WRADSIDE1jGA,2024-08,© Google,OK,40.75818243555193,-73.98537807432194,streetview_metadata,,,,,,,,,,
times_square_006_h0_ann001,times_square_006,times_square_006_h0,data/streetview/images/times_square_006_h0.jpg,"40.758775,-73.985079",CAoSFkNJSE0wb2dLRUlDQWdJQ0VnZldIQVE.,2017-05,© RV,OK,40.75877227863087,-73.9850884301628,streetview_metadata,,,,,,,,,,
times_square_006_h45_ann001,times_square_006,times_square_006_h45,data/streetview/images/times_square_006_h45.jpg,"40.758775,-73.985079",CAoSFkNJSE0wb2dLRUlDQWdJQ0VnZldIQVE.,2017-05,© RV,OK,40.75877227863087,-73.9850884301628,streetview_metadata,,,,,,,,,,
times_square_006_h90_ann001,times_square_006,times_square_006_h90,data/streetview/images/times_square_006_h90.jpg,"40.758775,-73.985079",CAoSFkNJSE0wb2dLRUlDQWdJQ0VnZldIQVE.,2017-05,© RV,OK,40.75877227863087,-73.9850884301628,streetview_metadata,,,,,,,,,,
times_square_006_h135_ann001,times_square_006,times_square_006_h135,data/streetview/images/times_square_006_h135.jpg,"40.758775,-73.985079",CAoSFkNJSE0wb2dLRUlDQWdJQ0VnZldIQVE.,2017-05,© RV,OK,40.75877227863087,-73.9850884301628,streetview_metadata,,,,,,,,,,
times_square_006_h180_ann001,times_square_006,times_square_006_h180,data/streetview/images/times_square_006_h180.jpg,"40.758775,-73.985079",CAoSFkNJSE0wb2dLRUlDQWdJQ0VnZldIQVE.,2017-05,© RV,OK,40.75877227863087,-73.9850884301628,streetview_metadata,,,,,,,,,,
times_square_006_h225_ann001,times_square_006,times_square_006_h225,data/streetview/images/times_square_006_h225.jpg,"40.758775,-73.985079",CAoSFkNJSE0wb2dLRUlDQWdJQ0VnZldIQVE.,2017-05,© RV,OK,40.75877227863087,-73.9850884301628,streetview_metadata,,,,,,,,,,
times_square_006_h270_ann001,times_square_006,times_square_006_h270,data/streetview/images/times_square_006_h270.jpg,"40.758775,-73.985079",CAoSFkNJSE0wb2dLRUlDQWdJQ0VnZldIQVE.,2017-05,© RV,OK,40.75877227863087,-73.9850884301628,streetview_metadata,,,,,,,,,,
times_square_006_h315_ann001,times_square_006,times_square_006_h315,data/streetview/images/times_square_006_h315.jpg,"40.758775,-73.985079",CAoSFkNJSE0wb2dLRUlDQWdJQ0VnZldIQVE.,2017-05,© RV,OK,40.75877227863087,-73.9850884301628,streetview_metadata,,,,,,,,,,
times_square_007_h0_ann001,times_square_007,times_square_007_h0,data/streetview/images/times_square_007_h0.jpg,"40.759326,-73.984779",CAoSFkNJSE0wb2dLRUlDQWdJRHFfWkR6ZVE.,2019-08,© Guillermo J. Saleta R.,OK,40.75928115325782,-73.98476632382328,streetview_metadata,,,,,,,,,,
times_square_007_h45_ann001,times_square_007,times_square_007_h45,data/streetview/images/times_square_007_h45.jpg,"40.759326,-73.984779",CAoSFkNJSE0wb2dLRUlDQWdJRHFfWkR6ZVE.,2019-08,© Guillermo J. Saleta R.,OK,40.75928115325782,-73.98476632382328,streetview_metadata,,,,,,,,,,
times_square_007_h90_ann001,times_square_007,times_square_007_h90,data/streetview/images/times_square_007_h90.jpg,"40.759326,-73.984779",CAoSFkNJSE0wb2dLRUlDQWdJRHFfWkR6ZVE.,2019-08,© Guillermo J. Saleta R.,OK,40.75928115325782,-73.98476632382328,streetview_metadata,,,,,,,,,,
times_square_007_h135_ann001,times_square_007,times_square_007_h135,data/streetview/images/times_square_007_h135.jpg,"40.759326,-73.984779",CAoSFkNJSE0wb2dLRUlDQWdJRHFfWkR6ZVE.,2019-08,© Guillermo J. Saleta R.,OK,40.75928115325782,-73.98476632382328,streetview_metadata,,,,,,,,,,
times_square_007_h180_ann001,times_square_007,times_square_007_h180,data/streetview/images/times_square_007_h180.jpg,"40.759326,-73.984779",CAoSFkNJSE0wb2dLRUlDQWdJRHFfWkR6ZVE.,2019-08,© Guillermo J. Saleta R.,OK,40.75928115325782,-73.98476632382328,streetview_metadata,,,,,,,,,,
times_square_007_h225_ann001,times_square_007,times_square_007_h225,data/streetview/images/times_square_007_h225.jpg,"40.759326,-73.984779",CAoSFkNJSE0wb2dLRUlDQWdJRHFfWkR6ZVE.,2019-08,© Guillermo J. Saleta R.,OK,40.75928115325782,-73.98476632382328,streetview_metadata,,,,,,,,,,
times_square_007_h270_ann001,times_square_007,times_square_007_h270,data/streetview/images/times_square_007_h270.jpg,"40.759326,-73.984779",CAoSFkNJSE0wb2dLRUlDQWdJRHFfWkR6ZVE.,2019-08,© Guillermo J. Saleta R.,OK,40.75928115325782,-73.98476632382328,streetview_metadata,,,,,,,,,,
times_square_007_h315_ann001,times_square_007,times_square_007_h315,data/streetview/images/times_square_007_h315.jpg,"40.759326,-73.984779",CAoSFkNJSE0wb2dLRUlDQWdJRHFfWkR6ZVE.,2019-08,© Guillermo J. Saleta R.,OK,40.75928115325782,-73.98476632382328,streetview_metadata,,,,,,,,,,
times_square_008_h0_ann001,times_square_008,times_square_008_h0,data/streetview/images/times_square_008_h0.jpg,"40.759902,-73.984482",CAoSFkNJSE0wb2dLRUlDQWdJRDR4STY4ZFE.,2016-08,© Feldy Suwito,OK,40.75990327823624,-73.98447004290486,streetview_metadata,,,,,,,,,,
times_square_008_h45_ann001,times_square_008,times_square_008_h45,data/streetview/images/times_square_008_h45.jpg,"40.759902,-73.984482",CAoSFkNJSE0wb2dLRUlDQWdJRDR4STY4ZFE.,2016-08,© Feldy Suwito,OK,40.75990327823624,-73.98447004290486,streetview_metadata,,,,,,,,,,
times_square_008_h90_ann001,times_square_008,times_square_008_h90,data/streetview/images/times_square_008_h90.jpg,"40.759902,-73.984482",CAoSFkNJSE0wb2dLRUlDQWdJRDR4STY4ZFE.,2016-08,© Feldy Suwito,OK,40.75990327823624,-73.98447004290486,streetview_metadata,,,,,,,,,,
times_square_008_h135_ann001,times_square_008,times_square_008_h135,data/streetview/images/times_square_008_h135.jpg,"40.759902,-73.984482",CAoSFkNJSE0wb2dLRUlDQWdJRDR4STY4ZFE.,2016-08,© Feldy Suwito,OK,40.75990327823624,-73.98447004290486,streetview_metadata,,,,,,,,,,
times_square_008_h180_ann001,times_square_008,times_square_008_h180,data/streetview/images/times_square_008_h180.jpg,"40.759902,-73.984482",CAoSFkNJSE0wb2dLRUlDQWdJRDR4STY4ZFE.,2016-08,© Feldy Suwito,OK,40.75990327823624,-73.98447004290486,streetview_metadata,,,,,,,,,,
times_square_008_h225_ann001,times_square_008,times_square_008_h225,data/streetview/images/times_square_008_h225.jpg,"40.759902,-73.984482",CAoSFkNJSE0wb2dLRUlDQWdJRDR4STY4ZFE.,2016-08,© Feldy Suwito,OK,40.75990327823624,-73.98447004290486,streetview_metadata,,,,,,,,,,
times_square_008_h270_ann001,times_square_008,times_square_008_h270,data/streetview/images/times_square_008_h270.jpg,"40.759902,-73.984482",CAoSFkNJSE0wb2dLRUlDQWdJRDR4STY4ZFE.,2016-08,© Feldy Suwito,OK,40.75990327823624,-73.98447004290486,streetview_metadata,,,,,,,,,,
times_square_008_h315_ann001,times_square_008,times_square_008_h315,data/streetview/images/times_square_008_h315.jpg,"40.759902,-73.984482",CAoSFkNJSE0wb2dLRUlDQWdJRDR4STY4ZFE.,2016-08,© Feldy Suwito,OK,40.75990327823624,-73.98447004290486,streetview_metadata,,,,,,,,,,
times_square_009_h0_ann001,times_square_009,times_square_009_h0,data/streetview/images/times_square_009_h0.jpg,"40.760457,-73.984185",CAoSF0NJSE0wb2dLRUlDQWdJQzRsX0dXeHdF,2018-02,© The 360 Suite,OK,40.76046989317054,-73.98417887292506,streetview_metadata,,,,,,,,,,
times_square_009_h45_ann001,times_square_009,times_square_009_h45,data/streetview/images/times_square_009_h45.jpg,"40.760457,-73.984185",CAoSF0NJSE0wb2dLRUlDQWdJQzRsX0dXeHdF,2018-02,© The 360 Suite,OK,40.76046989317054,-73.98417887292506,streetview_metadata,,,,,,,,,,
times_square_009_h90_ann001,times_square_009,times_square_009_h90,data/streetview/images/times_square_009_h90.jpg,"40.760457,-73.984185",CAoSF0NJSE0wb2dLRUlDQWdJQzRsX0dXeHdF,2018-02,© The 360 Suite,OK,40.76046989317054,-73.98417887292506,streetview_metadata,,,,,,,,,,
times_square_009_h135_ann001,times_square_009,times_square_009_h135,data/streetview/images/times_square_009_h135.jpg,"40.760457,-73.984185",CAoSF0NJSE0wb2dLRUlDQWdJQzRsX0dXeHdF,2018-02,© The 360 Suite,OK,40.76046989317054,-73.98417887292506,streetview_metadata,,,,,,,,,,
times_square_009_h180_ann001,times_square_009,times_square_009_h180,data/streetview/images/times_square_009_h180.jpg,"40.760457,-73.984185",CAoSF0NJSE0wb2dLRUlDQWdJQzRsX0dXeHdF,2018-02,© The 360 Suite,OK,40.76046989317054,-73.98417887292506,streetview_metadata,,,,,,,,,,
times_square_009_h225_ann001,times_square_009,times_square_009_h225,data/streetview/images/times_square_009_h225.jpg,"40.760457,-73.984185",CAoSF0NJSE0wb2dLRUlDQWdJQzRsX0dXeHdF,2018-02,© The 360 Suite,OK,40.76046989317054,-73.98417887292506,streetview_metadata,,,,,,,,,,
times_square_009_h270_ann001,times_square_009,times_square_009_h270,data/streetview/images/times_square_009_h270.jpg,"40.760457,-73.984185",CAoSF0NJSE0wb2dLRUlDQWdJQzRsX0dXeHdF,2018-02,© The 360 Suite,OK,40.76046989317054,-73.98417887292506,streetview_metadata,,,,,,,,,,
times_square_009_h315_ann001,times_square_009,times_square_009_h315,data/streetview/images/times_square_009_h315.jpg,"40.760457,-73.984185",CAoSF0NJSE0wb2dLRUlDQWdJQzRsX0dXeHdF,2018-02,© The 360 Suite,OK,40.76046989317054,-73.98417887292506,streetview_metadata,,,,,,,,,,
times_square_010_h0_ann001,times_square_010,times_square_010_h0,data/streetview/images/times_square_010_h0.jpg,"40.761032,-73.983889",CAoSF0NJSE0wb2dLRUlDQWdJRDAyOXppdWdF,2019-11,© Christmas and City,OK,40.76118285683374,-73.98392106113322,streetview_metadata,,,,,,,,,,
times_square_010_h45_ann001,times_square_010,times_square_010_h45,data/streetview/images/times_square_010_h45.jpg,"40.761032,-73.983889",CAoSF0NJSE0wb2dLRUlDQWdJRDAyOXppdWdF,2019-11,© Christmas and City,OK,40.76118285683374,-73.98392106113322,streetview_metadata,,,,,,,,,,
times_square_010_h90_ann001,times_square_010,times_square_010_h90,data/streetview/images/times_square_010_h90.jpg,"40.761032,-73.983889",CAoSF0NJSE0wb2dLRUlDQWdJRDAyOXppdWdF,2019-11,© Christmas and City,OK,40.76118285683374,-73.98392106113322,streetview_metadata,,,,,,,,,,
times_square_010_h135_ann001,times_square_010,times_square_010_h135,data/streetview/images/times_square_010_h135.jpg,"40.761032,-73.983889",CAoSF0NJSE0wb2dLRUlDQWdJRDAyOXppdWdF,2019-11,© Christmas and City,OK,40.76118285683374,-73.98392106113322,streetview_metadata,,,,,,,,,,
times_square_010_h180_ann001,times_square_010,times_square_010_h180,data/streetview/images/times_square_010_h180.jpg,"40.761032,-73.983889",CAoSF0NJSE0wb2dLRUlDQWdJRDAyOXppdWdF,2019-11,© Christmas and City,OK,40.76118285683374,-73.98392106113322,streetview_metadata,,,,,,,,,,
times_square_010_h225_ann001,times_square_010,times_square_010_h225,data/streetview/images/times_square_010_h225.jpg,"40.761032,-73.983889",CAoSF0NJSE0wb2dLRUlDQWdJRDAyOXppdWdF,2019-11,© Christmas and City,OK,40.76118285683374,-73.98392106113322,streetview_metadata,,,,,,,,,,
times_square_010_h270_ann001,times_square_010,times_square_010_h270,data/streetview/images/times_square_010_h270.jpg,"40.761032,-73.983889",CAoSF0NJSE0wb2dLRUlDQWdJRDAyOXppdWdF,2019-11,© Christmas and City,OK,40.76118285683374,-73.98392106113322,streetview_metadata,,,,,,,,,,
times_square_010_h315_ann001,times_square_010,times_square_010_h315,data/streetview/images/times_square_010_h315.jpg,"40.761032,-73.983889",CAoSF0NJSE0wb2dLRUlDQWdJRDAyOXppdWdF,2019-11,© Christmas and City,OK,40.76118285683374,-73.98392106113322,streetview_metadata,,,,,,,,,,
times_square_011_h0_ann001,times_square_011,times_square_011_h0,data/streetview/images/times_square_011_h0.jpg,"40.761587,-73.983591",CAoSFkNJSE0wb2dLRUlDQWdJRHF6ZVQ3Q3c.,2016-08,© David Tran,OK,40.76165568072805,-73.98368871636627,streetview_metadata,,,,,,,,,,
times_square_011_h45_ann001,times_square_011,times_square_011_h45,data/streetview/images/times_square_011_h45.jpg,"40.761587,-73.983591",CAoSFkNJSE0wb2dLRUlDQWdJRHF6ZVQ3Q3c.,2016-08,© David Tran,OK,40.76165568072805,-73.98368871636627,streetview_metadata,,,,,,,,,,
times_square_011_h90_ann001,times_square_011,times_square_011_h90,data/streetview/images/times_square_011_h90.jpg,"40.761587,-73.983591",CAoSFkNJSE0wb2dLRUlDQWdJRHF6ZVQ3Q3c.,2016-08,© David Tran,OK,40.76165568072805,-73.98368871636627,streetview_metadata,,,,,,,,,,
times_square_011_h135_ann001,times_square_011,times_square_011_h135,data/streetview/images/times_square_011_h135.jpg,"40.761587,-73.983591",CAoSFkNJSE0wb2dLRUlDQWdJRHF6ZVQ3Q3c.,2016-08,© David Tran,OK,40.76165568072805,-73.98368871636627,streetview_metadata,,,,,,,,,,
times_square_011_h180_ann001,times_square_011,times_square_011_h180,data/streetview/images/times_square_011_h180.jpg,"40.761587,-73.983591",CAoSFkNJSE0wb2dLRUlDQWdJRHF6ZVQ3Q3c.,2016-08,© David Tran,OK,40.76165568072805,-73.98368871636627,streetview_metadata,,,,,,,,,,
times_square_011_h225_ann001,times_square_011,times_square_011_h225,data/streetview/images/times_square_011_h225.jpg,"40.761587,-73.983591",CAoSFkNJSE0wb2dLRUlDQWdJRHF6ZVQ3Q3c.,2016-08,© David Tran,OK,40.76165568072805,-73.98368871636627,streetview_metadata,,,,,,,,,,
times_square_011_h270_ann001,times_square_011,times_square_011_h270,data/streetview/images/times_square_011_h270.jpg,"40.761587,-73.983591",CAoSFkNJSE0wb2dLRUlDQWdJRHF6ZVQ3Q3c.,2016-08,© David Tran,OK,40.76165568072805,-73.98368871636627,streetview_metadata,,,,,,,,,,
times_square_011_h315_ann001,times_square_011,times_square_011_h315,data/streetview/images/times_square_011_h315.jpg,"40.761587,-73.983591",CAoSFkNJSE0wb2dLRUlDQWdJRHF6ZVQ3Q3c.,2016-08,© David Tran,OK,40.76165568072805,-73.98368871636627,streetview_metadata,,,,,,,,,,
times_square_012_h0_ann001,times_square_012,times_square_012_h0,data/streetview/images/times_square_012_h0.jpg,"40.762160,-73.983294",CAoSHENJQUJJaEJxMlE4NDJJclJBVTdRSWdMRGU4OEQ.,2026-06,© Pete Drummond,OK,40.762222,-73.9833002,streetview_metadata,,,,,,,,,,
times_square_012_h45_ann001,times_square_012,times_square_012_h45,data/streetview/images/times_square_012_h45.jpg,"40.762160,-73.983294",CAoSHENJQUJJaEJxMlE4NDJJclJBVTdRSWdMRGU4OEQ.,2026-06,© Pete Drummond,OK,40.762222,-73.9833002,streetview_metadata,,,,,,,,,,
times_square_012_h90_ann001,times_square_012,times_square_012_h90,data/streetview/images/times_square_012_h90.jpg,"40.762160,-73.983294",CAoSHENJQUJJaEJxMlE4NDJJclJBVTdRSWdMRGU4OEQ.,2026-06,© Pete Drummond,OK,40.762222,-73.9833002,streetview_metadata,,,,,,,,,,
times_square_012_h135_ann001,times_square_012,times_square_012_h135,data/streetview/images/times_square_012_h135.jpg,"40.762160,-73.983294",CAoSHENJQUJJaEJxMlE4NDJJclJBVTdRSWdMRGU4OEQ.,2026-06,© Pete Drummond,OK,40.762222,-73.9833002,streetview_metadata,,,,,,,,,,
